"No","タイトル","巻号","章見出し","節見出し","項見出し","開始ページ","参照PDF URL","備考"
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第三節　農地改革と農村の変貌","開拓による入植と増反","650","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第四節　戦後の復興と独立","","655","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第四節　戦後の復興と独立","講和条約の締結と菅谷町の記念行事","655","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第四節　戦後の復興と独立","地方自治法の制定と那珂地方事務所","658","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第四節　戦後の復興と独立","農地改革後の農業改革","661","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第四節　戦後の復興と独立","新農村建設運動と那珂地方","662","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","","668","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","県の合併試案と旧町村の対応","668","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","木崎・芳野・戸多村の動向","674","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","町村合併の議決と旧町村の解散","677","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","那珂町の発足","683","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第一章　戦後混乱からの脱却","第五節　町村合併と那珂町の誕生","鹿島地区の瓜連町編入","688","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","","","699","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","","699","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","行政機構の拡充と議員の定数減","699","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","完納運動と財政の充実","705","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","児童福祉・老人福祉","709","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","那珂町の赤痢と上下水道の普及","711","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第一節　行財政の発展と福祉の増進","国民健康保険と芳野診療所","723","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","","731","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","道路交通網の整備","731","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","自家用車の普及","735","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","水郡線の合理化","739","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","有線放送から公社電話の時代へ","742","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第二節　交通・通信の変化と発展","郵便業務の合理化","745","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","","749","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","食糧増産から適地適産へ","749","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","農協の合併","752","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","減反政策と総合農政","752","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","農業基本法施行一〇年以後の農畜産業","753","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","第二次・第三次産業時代へ","755","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","商工業の伸展","763","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第三節　産業経済の発展","農業の危機と今後の課題","769","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","","775","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","皇民教育の否定と進駐軍の学校視察","775","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","教育基本法と六・三制","777","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","PTAと教育委員会","782","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf","表題及び開始ページはOCR及び画像目視で判読に不確実性あり"
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","木崎小学校の統合および菅谷小学校の移転新築","785","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","中学校の統合","790","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf","開始ページはOCR及び画像目視で判読に不確実性あり"
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","県立水戸農業高等学校・那珂高等学校の誘致","795","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf","開始ページはOCR及び画像目視で判読に不確実性あり"
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","新聞・ラジオの普及","803","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","テレビ時代の到来","806","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第四節　教育と文化","那珂町の文化財","809","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","","815","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","自治体警察の誕生","815","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","警防団から消防団へ","820","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","常設消防署の誕生","824","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","戦後の自然災害と被害","826","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第五節　新しい警察消防制度と自然災害への克服","久慈川・那珂川の改修計画と工事","831","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","","835","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","生活環境の整備","835","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","那珂町総合計画","839","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","個別計画等の作成","843","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","商業環境の整備と農業文化の継承","845","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","現代／第二章　高度経済成長と那珂町","第六節　将来の那珂町","環境の保全","845","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","","","那珂町史略年表","849","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"3","那珂町史","近代・現代編","","","あとがき","855","https://www.city.naka.lg.jp/data/doc/1745047412_doc_902_0.pdf",""
"4","那珂町の考古学","","","","序","1","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","","","凡例","3","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","","","はじめに","9","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","","13","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","新地遺跡","14","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","額田大宮遺跡","23","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","畑中遺跡、北坪遺跡","24","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","森戸遺跡","24","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","発生期の土器","30","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","先土器時代","","豊喰遺跡","31","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","","37","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","井草式","39","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","夏島式","39","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","稲荷台式","40","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","花輪台Ⅰ","42","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","花輪台Ⅱ","43","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","稲荷原","47","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","初期沈線文","49","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","三戸","50","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","日計型押型文","55","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","田戸下層","56","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","田戸上層","60","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","子母口","61","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","槻木下層","62","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","野島","63","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","鵜ヶ島台","64","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","茅山下層","65","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","茅山上層","65","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","常世2式","66","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","遠下","67","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","花積下層","68","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","関山","70","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","黒浜","72","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","諸磯","74","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","浮島","75","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","興津","77","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","十三菩提","84","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","下小野","85","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","五領ヶ台","88","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","阿玉台","89","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","大木","92","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","加曾利E","93","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","称名寺","95","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","堀之内","96","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","加曾利B","99","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","安行式（後期）","102","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","安行式（晩期）","104","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","大洞","106","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","土偶","111","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","縄文時代の石器","115","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","石匙","117","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","石皿","117","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","石錘","117","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","石鏃","119","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","打製石斧","121","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","スタンプ形石器","124","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","石棒・石剣","126","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","装身具","128","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","縄文時代","","異形石器","129","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","","130","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","初期弥生式土器","131","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","海後遺跡の土器","132","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","野沢式土器","134","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","足洗式土器","137","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","東中根式土器","140","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","松原式土器","145","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","天王山式土器","153","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","十王台式土器","154","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","紡錘車","159","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","弥生時代の石器","163","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","弥生時代","","鉄斧","166","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","","167","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","額田式土器","168","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","五領式","170","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","和泉式","170","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","鬼高式","170","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","絵画のある土器","174","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","前方後円墳","175","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","横穴式石室","176","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","埴輪","177","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","鉄器","179","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","古墳時代","","装身具・石製模造品","182","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","","184","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","泉前","185","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","国分","185","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","墨書","186","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","緑釉","188","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","奈良・平安時代","","砥石と鏡","190","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","鎌倉・室町時代","","","191","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","鎌倉・室町時代","","瀬戸瓶子・瀬戸水注","192","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","鎌倉・室町時代","","中世陶器","194","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","鎌倉・室町時代","","密教法具と鰐口","196","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"4","那珂町の考古学","","","","あとがき","204","https://www.city.naka.lg.jp/data/doc/1745047416_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","題字","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第1号","","","序文","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第1号","","","茨城の考古学研究と那珂町の埋蔵遺跡","1","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","原好誼の『占春亭日誌』から","17","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","吉田松陰と水戸及び下江戸","29","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","南酒出城の侍達","45","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","戸村家重代の太刀とさっぺい祭","53","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","那珂町における小学校の創設まで","57","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","秋田へ移った戸村氏の最後","69","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","地藏尊とお地藏さん","92","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","町史編さん略日誌","98","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","町史編さん委員会組織","102","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第1号","","","編集後記","103","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","題字","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第2号","","","序文","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第2号","","","那珂町の自然（その一）","1","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","了証蓮如法尼の墓と比久尼街道―附　白石館址の研究について―","10","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","飯田寄居舘主掛札氏について","15","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","奥郡の原始眞宗","26","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","地方の山伏―那珂町の場合―","42","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","街道と旅―那珂町域内の街道を中心として―","59","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","旧額田村向山所在の常福寺について","74","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","豐喰の天満神社について","85","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第2号","","","明治二十二年調査の五臺村地誌―茨城縣の皇國地誌編さんに関連して―","86","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第3号","","","題字","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第3号","","","序文","","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf","目次に開始ページの記載なし"
"5","那珂町史の研究","第3号","","","那珂町の自然（その二）","1","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
"5","那珂町史の研究","第3号","","","親鸞聖人と妻惠信尼の手紙","19","https://www.city.naka.lg.jp/data/doc/1745047420_doc_902_0.pdf",""
